importoaggiudicazione	importosommeliquidate	importo_lotto	cf_amministrazione	sa_cap	sa_citta	sa_descrizione_natura_giuridica	sa_indirizzo	sa_provincia	codice_stazione	categoriaprevalente	cig	cig_accordoquadro	cpv	descrizione_cpv	denominazione_cc	localita	n_aggiudicatari	n_partecipanti	id_gara	oggetto_gara	oggetto_lotto	gara_lotti	oggetto_princ	sceltacontraente	denominazione_amministrazione	modalita_realizzazione	luogo_istat	sigla_provincia	luogo_nuts	flag_escluso	motivo_esclusione	id_categoria_prevalente	descrizione_categoria	esecuzione_urgenza	oggetto_princ_contratto	procedura	stato_attuale	datainizio	dataultimazione	data_pubblicazione	data_stato	data_aggiudicazione_def
125000000.0	7951.0	0.0	00192630291	45100	ROVIGO	ENTI PUBBLICI NON ECONOMICI	PIAZZA VITTORIO EMANUELE II, 1	IT-RO	 	 	4693845B6B	 	55510000-8	SERVIZI DI MENSA	UFFICIO TECNICO	tdb	1	1	4623409.0	GARA PER LA FORNITURA DEL SERVIZIO SOSTITUTIVO DI MENSA MEDIANTE BUONI PASTO CARTACEI DI QUALSIASI VALORE NOMINALE E DEI SERVIZI CONNESSI IN FAVORE DELLE AMMINISTRAZIONI PUBBLICHE ? EDIZIONE 6 ? ID 901	GARA PER LA FORNITURA DEL SERVIZIO SOSTITUTIVO DI MENSA MEDIANTE BUONI PASTO CARTACEI DI QUALSIASI VALORE NOMINALE E DEI SERVIZI CONNESSI IN FAVORE DELLE AMMINISTRAZIONI PUBBLICHE ? EDIZIONE 6 ? ID 901 - LOTTO 2	Si	SERVIZI	PROCEDURA APERTA	CONSIP SPA	Accordo quadro/Convenzione	 	IT-RM	IT	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2014-09-02	2014-10-02	2012-11-14	0000-01-01	2013-09-16
2150.95	2150.95	2150.95	80091630014	10121	TORINO	ENTI PUBBLICI NON ECONOMICI	C SO VINZAGLIO 6	IT-TO	B4A59679-2ABB-4C67-8C2F-13C4D1A10472	 	X0D122EBFD	 	 	 	MINISTERO DELLA DIFESA	tdb	1	1	 	ELIMINAZIONE PERDITA CEDOC	ELIMINAZIONE PERDITA CEDOC	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	LAVORI	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2014-12-20	2015-01-15	0000-01-01	2015-02-06	0000-01-01
478281.03	211704.08	0.0	00034670943	86170	ISERNIA	AMMINISTRAZIONI PUBBLICHE	PIAZZA G MARCONI 3	IT-IS	 	OG 3	44255130DC	 	45233142-6	LAVORI DI RIPARAZIONE STRADALE	UFFICIO TECNICO COMUNALE	tdb	1	12	4375823.0	INTERVENTO DI MESSA IN SICUREZZA STRADE INTERNE AL CAPOLUOGO E FRAZIONI. 4° LOTTO STRADA COMUNALE ASININA-CAPRUCCIA-TIEGNO, RIFACIMENTO MANTO STRADALE DI VIA S. IPPOLITO E DEL TRATTO DI VIALE DEI PENTRI COMPRESO TRA LE DUE ROTATORIE, PAVIMENTAZIONE STRADA A SERVIZIO DEL CAMPO SPORTIVO IN C.DA CASTELROMANO	INTERVENTO DI MESSA IN SICUREZZA STRADE INTERNE AL CAPOLUOGO E FRAZIONI - 4° LOTTO - STRADA COMUNALE	No	LAVORI	PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO	COMUNE DI ISERNIA	Contratto d'appalto	94023.0	IT-IS	 	N	 	OG 3	OG 3 - STRADE, AUTOSTRADE, PONTI, VIADOTTI, FERROVIE, METROPOLITANE	 	 	 	 	2014-05-26	0000-01-01	2013-07-09	0000-01-01	2013-09-16
478281.03	211704.08	0.0	00034670943	86170	ISERNIA	AMMINISTRAZIONI PUBBLICHE	PIAZZA G MARCONI 3	IT-IS	 	OG 3	44255130DC	 	45233142-6	LAVORI DI RIPARAZIONE STRADALE	UFFICIO TECNICO COMUNALE	tdb	1	12	4375823.0	INTERVENTO DI MESSA IN SICUREZZA STRADE INTERNE AL CAPOLUOGO E FRAZIONI. 4° LOTTO STRADA COMUNALE ASININA-CAPRUCCIA-TIEGNO, RIFACIMENTO MANTO STRADALE DI VIA S. IPPOLITO E DEL TRATTO DI VIALE DEI PENTRI COMPRESO TRA LE DUE ROTATORIE, PAVIMENTAZIONE STRADA A SERVIZIO DEL CAMPO SPORTIVO IN C.DA CASTELROMANO	INTERVENTO DI MESSA IN SICUREZZA STRADE INTERNE AL CAPOLUOGO E FRAZIONI - 4° LOTTO - STRADA COMUNALE	No	LAVORI	PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO	COMUNE DI ISERNIA	Contratto d'appalto	94023.0	IT-IS	 	N	 	OG 3	OG 3 - STRADE, AUTOSTRADE, PONTI, VIADOTTI, FERROVIE, METROPOLITANE	 	 	 	 	2014-05-26	0000-01-01	2013-07-09	0000-01-01	2013-09-16
478281.03	211704.08	0.0	00034670943	86170	ISERNIA	AMMINISTRAZIONI PUBBLICHE	PIAZZA G MARCONI 3	IT-IS	 	OG 3	44255130DC	 	45233142-6	LAVORI DI RIPARAZIONE STRADALE	UFFICIO TECNICO COMUNALE	tdb	1	12	4375823.0	INTERVENTO DI MESSA IN SICUREZZA STRADE INTERNE AL CAPOLUOGO E FRAZIONI. 4° LOTTO STRADA COMUNALE ASININA-CAPRUCCIA-TIEGNO, RIFACIMENTO MANTO STRADALE DI VIA S. IPPOLITO E DEL TRATTO DI VIALE DEI PENTRI COMPRESO TRA LE DUE ROTATORIE, PAVIMENTAZIONE STRADA A SERVIZIO DEL CAMPO SPORTIVO IN C.DA CASTELROMANO	INTERVENTO DI MESSA IN SICUREZZA STRADE INTERNE AL CAPOLUOGO E FRAZIONI - 4° LOTTO - STRADA COMUNALE	No	LAVORI	PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO	COMUNE DI ISERNIA	Contratto d'appalto	94023.0	IT-IS	 	N	 	OG 3	OG 3 - STRADE, AUTOSTRADE, PONTI, VIADOTTI, FERROVIE, METROPOLITANE	 	 	 	 	2014-05-26	0000-01-01	2013-07-09	0000-01-01	2013-09-16
478281.03	211704.08	0.0	00034670943	86170	ISERNIA	AMMINISTRAZIONI PUBBLICHE	PIAZZA G MARCONI 3	IT-IS	 	OG 3	44255130DC	 	45233142-6	LAVORI DI RIPARAZIONE STRADALE	UFFICIO TECNICO COMUNALE	tdb	1	12	4375823.0	INTERVENTO DI MESSA IN SICUREZZA STRADE INTERNE AL CAPOLUOGO E FRAZIONI. 4° LOTTO STRADA COMUNALE ASININA-CAPRUCCIA-TIEGNO, RIFACIMENTO MANTO STRADALE DI VIA S. IPPOLITO E DEL TRATTO DI VIALE DEI PENTRI COMPRESO TRA LE DUE ROTATORIE, PAVIMENTAZIONE STRADA A SERVIZIO DEL CAMPO SPORTIVO IN C.DA CASTELROMANO	INTERVENTO DI MESSA IN SICUREZZA STRADE INTERNE AL CAPOLUOGO E FRAZIONI - 4° LOTTO - STRADA COMUNALE	No	LAVORI	PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO	COMUNE DI ISERNIA	Contratto d'appalto	94023.0	IT-IS	 	N	 	OG 3	OG 3 - STRADE, AUTOSTRADE, PONTI, VIADOTTI, FERROVIE, METROPOLITANE	 	 	 	 	2014-05-26	0000-01-01	2013-07-09	0000-01-01	2013-09-16
331.92	0.0	0.0	91252510374	40127	BOLOGNA	ENTI PUBBLICI NON ECONOMICI	VIALE ALDO MORO 38	IT-BO	 	 	4817723EC6	 	33690000-3	MEDICINALI VARI	AGENZIA INTERCENT-ER	tdb	1	1	4725264.0	FORNITURA DI MEDICINALI AVEN 2012	LOTTO 995	Si	FORNITURE	SISTEMA DINAMICO DI ACQUISIZIONE	INTERCENT-ER AGENZIA REGIONALE DI SVILUPPO DEI MERCATI TELEMATICI	Accordo quadro/Convenzione	 	 	ITD5	N	 	FB	FORNITURA DI BENI	 	 	 	 	0000-01-01	2013-09-20	2012-12-21	0000-01-01	0000-01-01
220248.01	0.0	0.0	91252510374	40127	BOLOGNA	ENTI PUBBLICI NON ECONOMICI	VIALE ALDO MORO 38	IT-BO	 	 	4815969756	 	33690000-3	MEDICINALI VARI	AGENZIA INTERCENT-ER	tdb	1	1	4725264.0	FORNITURA DI MEDICINALI AVEN 2012	LOTTO 874	Si	FORNITURE	SISTEMA DINAMICO DI ACQUISIZIONE	INTERCENT-ER AGENZIA REGIONALE DI SVILUPPO DEI MERCATI TELEMATICI	Accordo quadro/Convenzione	 	 	ITD5	N	 	FB	FORNITURA DI BENI	 	 	 	 	0000-01-01	2013-08-02	2012-12-21	0000-01-01	2013-05-17
4019.6	4019.6	4019.6	00279480099	17031	ALBENGA	ENTI PUBBLICI NON ECONOMICI	PIAZZA SAN MICHELE 17	IT-SV	9E3B197E-1B1A-4CB0-A52F-53932798DAA9	 	X1317BD730	 	 	 	LAVORI PUBBLICI	tdb	1	1	 	FORNITURA DI VESTIARIO SERVIZI ESTERNI  - ODA MEPA	FORNITURA DI VESTIARIO SERVIZI ESTERNI  - ODA MEPA	 	 	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	 	 	 	 	 	 	 	 	 	N	FORNITURE	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	CREATA/O	2015-12-23	2016-05-23	0000-01-01	2016-01-07	0000-01-01
4005000.0	0.0	0.0	02866100155	20037	PADERNO DUGNANO	ENTI PUBBLICI NON ECONOMICI	VIA GRANDI 15	IT-MI	 	 	274812507E	0920643AA0	71314200-4	SERVIZI DI GESTIONE ENERGIA	SETTORE FINANZIARIO	tdb	1	1	2802413.0	ADESIONE CONVENZIONE CONSIP SERVIZIO INTEGRATO ENERGIA PER 5 ANNI	ADESIONE CONVENZIONE CONSIP SERVIZIO INTEGRATO ENERGIA PER 5 ANNI	No	SERVIZI	PROCEDURA APERTA	COMUNE DI PADERNO DUGNANO	Contratto d'appalto discendente da Accordo quadro/Convenzione senza successivo confronto competitivo	 	 	ITC45	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	0001-01-01	0001-01-01	2011-06-14	0000-01-01	0000-01-01
4005000.0	0.0	0.0	02866100155	20037	PADERNO DUGNANO	ENTI PUBBLICI NON ECONOMICI	VIA GRANDI 15	IT-MI	 	 	274812507E	0920643AA0	71314200-4	SERVIZI DI GESTIONE ENERGIA	SETTORE FINANZIARIO	tdb	1	1	2802413.0	ADESIONE CONVENZIONE CONSIP SERVIZIO INTEGRATO ENERGIA PER 5 ANNI	ADESIONE CONVENZIONE CONSIP SERVIZIO INTEGRATO ENERGIA PER 5 ANNI	No	SERVIZI	PROCEDURA APERTA	COMUNE DI PADERNO DUGNANO	Contratto d'appalto discendente da Accordo quadro/Convenzione senza successivo confronto competitivo	 	 	ITC45	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	0001-01-01	0001-01-01	2011-06-14	0000-01-01	0000-01-01
4005000.0	0.0	0.0	02866100155	20037	PADERNO DUGNANO	ENTI PUBBLICI NON ECONOMICI	VIA GRANDI 15	IT-MI	 	 	274812507E	0920643AA0	71314200-4	SERVIZI DI GESTIONE ENERGIA	SETTORE FINANZIARIO	tdb	1	1	2802413.0	ADESIONE CONVENZIONE CONSIP SERVIZIO INTEGRATO ENERGIA PER 5 ANNI	ADESIONE CONVENZIONE CONSIP SERVIZIO INTEGRATO ENERGIA PER 5 ANNI	No	SERVIZI	PROCEDURA APERTA	COMUNE DI PADERNO DUGNANO	Contratto d'appalto discendente da Accordo quadro/Convenzione senza successivo confronto competitivo	 	 	ITC45	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	0001-01-01	0001-01-01	2011-06-14	0000-01-01	0000-01-01
990.0	990.0	990.0	81001160365	41012	CARPI	ORGANIZZAZIONI SENZA PERSONALITA', ESCLUSE LE COMUNIONI	VIA PERUZZI 7	IT-MO	6409150C-413A-42C7-A684-3DCB89F1D4BA	 	X0B12B587B	 	 	 	UFFICIO ACQUISTI	tdb	1	3	 	noleggio pullman per Torino - ROBINTUR	noleggio pullman per Torino - ROBINTUR	 	 	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	 	 	 	 	 	 	 	 	 	N	SERVIZI	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	CREATA/O	0000-01-01	0000-01-01	0000-01-01	2015-05-08	0000-01-01
990.0	990.0	990.0	81001160365	41012	CARPI	ORGANIZZAZIONI SENZA PERSONALITA', ESCLUSE LE COMUNIONI	VIA PERUZZI 7	IT-MO	6409150C-413A-42C7-A684-3DCB89F1D4BA	 	X0B12B587B	 	 	 	UFFICIO ACQUISTI	tdb	1	3	 	noleggio pullman per Torino - ROBINTUR	noleggio pullman per Torino - ROBINTUR	 	 	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	 	 	 	 	 	 	 	 	 	N	SERVIZI	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	CREATA/O	0000-01-01	0000-01-01	0000-01-01	2015-05-08	0000-01-01
3000.0	0.0	0.0	00673730289	35020	PONTE SAN NICOLO'	ENTI PUBBLICI NON ECONOMICI	VIALE DEL LAVORO, 1	IT-PD	 	 	4790068927	 	71900000-7	SERVIZI DI LABORATORIO	SETTORE SERVIZI ALLA PERSONA	tdb	1	1	4715391.0	SERVIZIO VERIFICA APPLICAZIONE PIANI DI AUTOCONTROLLO (REG. CE 29.042004 N. 852)	SERVIZIO VERIFICA APPLICAZIONE PIANI DI AUTOCONTROLLO (REG. CE 29.042004 N. 852)	No	SERVIZI	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	COMUNE DI PONTE SAN NICOLO	Acquisizione in economia	28069.0	IT-PD	 	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2012-12-13	2013-06-08	2012-11-20	0000-01-01	0000-01-01
3000.0	0.0	0.0	00673730289	35020	PONTE SAN NICOLO'	ENTI PUBBLICI NON ECONOMICI	VIALE DEL LAVORO, 1	IT-PD	 	 	4790068927	 	71900000-7	SERVIZI DI LABORATORIO	SETTORE SERVIZI ALLA PERSONA	tdb	1	1	4715391.0	SERVIZIO VERIFICA APPLICAZIONE PIANI DI AUTOCONTROLLO (REG. CE 29.042004 N. 852)	SERVIZIO VERIFICA APPLICAZIONE PIANI DI AUTOCONTROLLO (REG. CE 29.042004 N. 852)	No	SERVIZI	AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	COMUNE DI PONTE SAN NICOLO	Acquisizione in economia	28069.0	IT-PD	 	N	 	FS	FORNITURA DI SERVIZI	 	 	 	 	2012-12-13	2013-06-08	2012-11-20	0000-01-01	0000-01-01
14000.0	13860.0	0.0	01585570581	00161	ROMA	SOCIETA' PER AZIONI	PIAZZA DELLA CROCE ROSSA 1	IT-RM	 	 	4538290B5F	 	34632300-9	IMPIANTI ELETTRICI PER FERROVIE	DIREZIONE TERRITORIALE PRODUZIONE BOLOGNA	tdb	1	1	4480160.0	FORNITURA CAVI ELETTRICI.	FORNITURA CAVI ELETTRICI.	No	FORNITURE	AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	RETE FERROVIARIA ITALIANA SPA	Acquisizione in economia	 	 	ITD5	N	 	FB	FORNITURA DI BENI	 	 	 	 	2013-01-13	2012-12-31	2012-09-11	0000-01-01	0000-01-01
